	Company	Valuation	Category	Country	Funding	Investors	country	country_code	geometry
0	17zuoye	1000	Internet Software & Services	China	385.0	DST Global, Temasek Holdings	China	CHN	(POLYGON ((109.4752095886637 18.19770091396858, 108.6552079610562 18.50768199307139, 108.6262174825404 19.36788788500191, 109.119055617308 19.82103851976935, 110.2115987488228 20.10125397387203, 110.7865507345022 20.07753449145005, 111.0100513041646 19.69592987719072, 110.5706466003868 19.25587921800927, 110.3391878601515 18.67839508714759, 109.4752095886637 18.19770091396858)), POLYGON ((80.2599902688853 42.34999929459906, 80.1801501809943 42.92006785742694, 80.86620649610126 43.18036204688101, 79.96610639844141 44.91751699480463, 81.9470707539181 45.31702749285312, 82.45892581576906 45.53964956316651, 83.18048383986047 47.33003123635086, 85.16429039911324 47.0009557155161, 85.72048383987067 47.45296946877311, 85.7682328633083 48.45575063739699, 86.59877648310336 48.54918162698063, 87.35997033076265 49.21498078062912, 87.75126427607671 49.29719798440549, 88.01383222855174 48.59946279560062, 88.85429772334676 48.06908173277297, 90.28082563676392 47.69354909930793, 90.97080936072501 46.88814606382293, 90.58576826371828 45.71971609148753, 90.9455395853343 45.28607330991028, 92.13389082231822 45.11507599545646, 93.4807336771413 44.97547211361997, 94.68892866412533 44.35233185482842, 95.30687544147153 44.24133087826547, 95.76245486855669 43.31944916439461, 96.34939578652781 42.72563528092869, 97.45175744017801 42.74888967546002, 99.51581749878004 42.52469147396172, 100.8458655131083 42.66380442969145, 101.8330403991799 42.51487295182628, 103.3122782735348 41.9074681666676, 104.522281935649 41.90834666601656, 104.9649939310935 41.59740957291635, 106.1293156270617 42.13432770442891, 107.744772576938 42.48151581478187, 109.2435958191315 42.5194463160841, 110.4121033061153 42.87123362891103, 111.1296822449202 43.40683401140015, 111.8295878438814 43.74311839453952, 111.6677372579432 44.07317576758771, 111.3483769063795 44.45744171811009, 111.8733061056003 45.10207937273506, 112.4360624532588 45.01164561622429, 113.4639066915442 44.80889313412712, 114.4603316589961 45.33981679949383, 115.9850964702001 45.727235012386, 116.7178682800989 46.38820241961521, 117.4217012879142 46.67273285581426, 118.8743257996387 46.80541209572365, 119.6632698914388 46.69267995867892, 119.7728239278975 47.04805878355013, 118.866574334795 47.74706004494617, 118.0641426941667 48.06673045510369, 117.2955074402574 47.69770905210743, 116.3089526713732 47.85341014260284, 115.7428373556158 47.72654450132629, 115.4852820170731 48.13538259540344, 116.1918021993676 49.13459809019911, 116.6788008972861 49.88853139912141, 117.8792444194264 49.51098338479697, 119.2884607280258 50.142882798862, 119.27939 50.58292, 120.1820800000002 51.64355000000012, 120.7382 51.96411000000006, 120.725789015792 52.51622630473094, 120.1770886577168 52.75388621684124, 121.0030847514702 53.25140106873119, 122.2457479187928 53.4317259792137, 123.57147 53.45880000000005, 125.0682112977104 53.16104482686886, 125.9463489116462 52.79279857035698, 126.564399041857 51.7842554795327, 126.9391565288377 51.35389415140592, 127.2874556824849 50.73979726826548, 127.6574000000003 49.76027000000011, 129.3978178244204 49.44060008401544, 130.5822933289824 48.72968740497614, 130.9872600000001 47.79013000000003, 132.5066900000001 47.78896000000003, 133.3735958192279 48.18344167743487, 135.0263114767867 48.47822988544387, 134.50081 47.57845000000009, 134.1123500000001 47.21248000000009, 133.7696439963129 46.11692698829901, 133.0971200000001 45.14409000000006, 131.8834542176595 45.32116160743652, 131.0251900000002 44.96796000000006, 131.2885551291155 44.11151968034828, 131.1446879416149 42.92998973242689, 130.6338664084097 42.90301463477053, 130.6399997069096 42.39502427522179, 129.9942672059332 42.98538686784379, 129.5966687358795 42.42498179785456, 128.0522152039723 41.99428457291795, 128.2084330587907 41.46677155208249, 127.343782993683 41.50315176041597, 126.8690832866499 41.81656932226619, 126.1820451193294 41.10733612727637, 125.0799418478406 40.56982371679245, 124.2656246277853 39.92849335383416, 122.867570428561 39.63778758397622, 122.1313879741309 39.17045176854467, 121.0545544780329 38.89747101496285, 121.5859949077225 39.36085358332407, 121.3767570333727 39.75026133885949, 122.1685950053811 40.42244253189602, 121.6403585144935 40.94638987890333, 120.7686287781619 40.59338816991754, 119.6396020854491 39.89805593521425, 119.0234639832331 39.25233307551115, 118.0427486511979 39.2042739934797, 117.5327022644771 38.73763580988408, 118.0596985209896 38.06147553156106, 118.8781498556283 37.89732534438593, 118.9116361837534 37.44846385349871, 119.7028023621421 37.15638865818505, 120.8234574728236 37.87042776137801, 121.711258579598 37.48112335870718, 122.3579374532985 37.45448415786072, 122.5199947449658 36.93061432550185, 121.1041638530331 36.65132904718043, 120.6370089051145 36.11143952081108, 119.6645618022461 35.60979055433772, 119.1512081238586 34.90985911716044, 120.2275248556337 34.36033193616865, 120.6203690939166 33.37672272392514, 121.2290141134502 32.46031871187719, 121.90814578663 31.69217438407465, 121.8919193868904 30.94935150809511, 121.2642574402733 30.6762674016487, 121.5035193217847 30.14291494396429, 122.0921138855891 29.83252045340315, 121.9384281759531 29.01802236583478, 121.6844385112385 28.22551260020662, 121.1256612488665 28.13567312266719, 120.3954732605823 27.05320689544932, 119.5854968608395 25.74078054453261, 118.6568713725545 24.54739085540024, 117.2816064799709 23.62450145109966, 115.8907353048351 22.78287323657807, 114.7638273458462 22.66807404224167, 114.1525468282656 22.22376007739615, 113.8067798198007 22.5483397486214, 113.2410779155016 22.05136749927046, 111.8435921570325 21.55049367928147, 110.7854655294241 21.39714386645534, 110.4440393412717 20.34103261970633, 109.8898612813736 20.28245738370349, 109.6276550639247 21.0082270370267, 109.8644881531183 21.39505097094752, 108.5228129415244 21.71521230721181, 108.0501802917829 21.55237986906012, 107.0434200378726 21.81189891202991, 106.5672733907353 22.21820486092477, 106.7254032735485 22.79426788989842, 105.8112471863052 22.9768924016179, 105.3292094258866 23.35206330005691, 104.4768583516645 22.81915009204697, 103.5045146016606 22.70375661873921, 102.7069922221001 22.70879507088768, 102.1704358256136 22.4647531193893, 101.6520178568615 22.31819875740955, 101.8031197448829 21.17436676684507, 101.27002566936 21.20165192309518, 101.1800053243075 21.43657298429403, 101.1500329935783 21.84998444262902, 100.4165377136274 21.55883942309661, 99.98348921102149 21.7429367131364, 99.24089887898725 22.11831431730458, 99.5319922220874 22.94903880461258, 98.89874922078278 23.14272207284253, 98.66026248575577 24.06328603768997, 97.60471967976199 23.89740469003304, 97.72460900267915 25.083637193293, 98.67183800658916 25.91870250091353, 98.71209394734451 26.74353587494027, 98.68269005737047 27.50881216075062, 98.24623091023329 27.74722138112918, 97.91198774616944 28.33594513601435, 97.32711388549004 28.26158274994634, 96.24883344928779 28.41103099213444, 96.58659061074749 28.83097951915434, 96.11767866413103 29.45280202892247, 95.40480228066464 29.03171662039213, 94.56599043170294 29.27743805593999, 93.41334760943269 28.64062938080723, 92.50311893104365 27.89687632904645, 91.69665652869668 27.77174184825167, 91.25885379431992 28.04061432546629, 90.7305139505678 28.06495392507576, 90.01582889197118 28.29643850352722, 89.47581017452112 28.0427588974064, 88.81424848832056 27.29931590423936, 88.73032596227856 28.08686473236752, 88.12044070836987 27.87654165293959, 86.95451704300061 27.97426178640352, 85.82331994013151 28.20357595469871, 85.01163821812304 28.64277395274734, 84.23457970575015 28.8398937037247, 83.89899295444673 29.32022614187766, 83.33711510613719 29.4637315943522, 82.32751264845088 30.11526805268814, 81.52580447787474 30.42271698660863, 81.11125613802932 30.1834809433134, 79.7213668151071 30.88271474865473, 78.73889448437402 31.51590607352706, 78.45844648632601 32.61816437431273, 79.17612877799553 32.48377981213771, 79.20889163606859 32.99439463961372, 78.81108646028574 33.50619802503242, 78.91226891471322 34.32193634697579, 77.83745079947457 35.49400950778777, 76.19284834178569 35.89840342868783, 75.89689741405013 36.66680613865184, 75.15802778514092 37.13303091078912, 74.98000247589542 37.4199901393059, 74.8299857929521 37.9900070257014, 74.86481570831683 38.3788463404816, 74.25751427602273 38.60650686294345, 73.92885216664644 38.50581533462274, 73.67537926625479 39.4312368841056, 73.96001305531843 39.66000844986174, 73.8222436868283 39.89397349706319, 74.77686242055606 40.36642527929163, 75.46782799673071 40.56207225194867, 76.52636803579745 40.42794607193512, 76.90448449087708 41.06648590754965, 78.18719689322597 41.18531586360481, 78.54366092317531 41.58224254003869, 80.11943037305139 42.12394074153825, 80.2599902688853 42.34999929459906)))
1	4Paradigm	1200	Internet Software & Services	China	145.0	Sequoia Capital China, China Construction Bank, Bank of China	China	CHN	(POLYGON ((109.4752095886637 18.19770091396858, 108.6552079610562 18.50768199307139, 108.6262174825404 19.36788788500191, 109.119055617308 19.82103851976935, 110.2115987488228 20.10125397387203, 110.7865507345022 20.07753449145005, 111.0100513041646 19.69592987719072, 110.5706466003868 19.25587921800927, 110.3391878601515 18.67839508714759, 109.4752095886637 18.19770091396858)), POLYGON ((80.2599902688853 42.34999929459906, 80.1801501809943 42.92006785742694, 80.86620649610126 43.18036204688101, 79.96610639844141 44.91751699480463, 81.9470707539181 45.31702749285312, 82.45892581576906 45.53964956316651, 83.18048383986047 47.33003123635086, 85.16429039911324 47.0009557155161, 85.72048383987067 47.45296946877311, 85.7682328633083 48.45575063739699, 86.59877648310336 48.54918162698063, 87.35997033076265 49.21498078062912, 87.75126427607671 49.29719798440549, 88.01383222855174 48.59946279560062, 88.85429772334676 48.06908173277297, 90.28082563676392 47.69354909930793, 90.97080936072501 46.88814606382293, 90.58576826371828 45.71971609148753, 90.9455395853343 45.28607330991028, 92.13389082231822 45.11507599545646, 93.4807336771413 44.97547211361997, 94.68892866412533 44.35233185482842, 95.30687544147153 44.24133087826547, 95.76245486855669 43.31944916439461, 96.34939578652781 42.72563528092869, 97.45175744017801 42.74888967546002, 99.51581749878004 42.52469147396172, 100.8458655131083 42.66380442969145, 101.8330403991799 42.51487295182628, 103.3122782735348 41.9074681666676, 104.522281935649 41.90834666601656, 104.9649939310935 41.59740957291635, 106.1293156270617 42.13432770442891, 107.744772576938 42.48151581478187, 109.2435958191315 42.5194463160841, 110.4121033061153 42.87123362891103, 111.1296822449202 43.40683401140015, 111.8295878438814 43.74311839453952, 111.6677372579432 44.07317576758771, 111.3483769063795 44.45744171811009, 111.8733061056003 45.10207937273506, 112.4360624532588 45.01164561622429, 113.4639066915442 44.80889313412712, 114.4603316589961 45.33981679949383, 115.9850964702001 45.727235012386, 116.7178682800989 46.38820241961521, 117.4217012879142 46.67273285581426, 118.8743257996387 46.80541209572365, 119.6632698914388 46.69267995867892, 119.7728239278975 47.04805878355013, 118.866574334795 47.74706004494617, 118.0641426941667 48.06673045510369, 117.2955074402574 47.69770905210743, 116.3089526713732 47.85341014260284, 115.7428373556158 47.72654450132629, 115.4852820170731 48.13538259540344, 116.1918021993676 49.13459809019911, 116.6788008972861 49.88853139912141, 117.8792444194264 49.51098338479697, 119.2884607280258 50.142882798862, 119.27939 50.58292, 120.1820800000002 51.64355000000012, 120.7382 51.96411000000006, 120.725789015792 52.51622630473094, 120.1770886577168 52.75388621684124, 121.0030847514702 53.25140106873119, 122.2457479187928 53.4317259792137, 123.57147 53.45880000000005, 125.0682112977104 53.16104482686886, 125.9463489116462 52.79279857035698, 126.564399041857 51.7842554795327, 126.9391565288377 51.35389415140592, 127.2874556824849 50.73979726826548, 127.6574000000003 49.76027000000011, 129.3978178244204 49.44060008401544, 130.5822933289824 48.72968740497614, 130.9872600000001 47.79013000000003, 132.5066900000001 47.78896000000003, 133.3735958192279 48.18344167743487, 135.0263114767867 48.47822988544387, 134.50081 47.57845000000009, 134.1123500000001 47.21248000000009, 133.7696439963129 46.11692698829901, 133.0971200000001 45.14409000000006, 131.8834542176595 45.32116160743652, 131.0251900000002 44.96796000000006, 131.2885551291155 44.11151968034828, 131.1446879416149 42.92998973242689, 130.6338664084097 42.90301463477053, 130.6399997069096 42.39502427522179, 129.9942672059332 42.98538686784379, 129.5966687358795 42.42498179785456, 128.0522152039723 41.99428457291795, 128.2084330587907 41.46677155208249, 127.343782993683 41.50315176041597, 126.8690832866499 41.81656932226619, 126.1820451193294 41.10733612727637, 125.0799418478406 40.56982371679245, 124.2656246277853 39.92849335383416, 122.867570428561 39.63778758397622, 122.1313879741309 39.17045176854467, 121.0545544780329 38.89747101496285, 121.5859949077225 39.36085358332407, 121.3767570333727 39.75026133885949, 122.1685950053811 40.42244253189602, 121.6403585144935 40.94638987890333, 120.7686287781619 40.59338816991754, 119.6396020854491 39.89805593521425, 119.0234639832331 39.25233307551115, 118.0427486511979 39.2042739934797, 117.5327022644771 38.73763580988408, 118.0596985209896 38.06147553156106, 118.8781498556283 37.89732534438593, 118.9116361837534 37.44846385349871, 119.7028023621421 37.15638865818505, 120.8234574728236 37.87042776137801, 121.711258579598 37.48112335870718, 122.3579374532985 37.45448415786072, 122.5199947449658 36.93061432550185, 121.1041638530331 36.65132904718043, 120.6370089051145 36.11143952081108, 119.6645618022461 35.60979055433772, 119.1512081238586 34.90985911716044, 120.2275248556337 34.36033193616865, 120.6203690939166 33.37672272392514, 121.2290141134502 32.46031871187719, 121.90814578663 31.69217438407465, 121.8919193868904 30.94935150809511, 121.2642574402733 30.6762674016487, 121.5035193217847 30.14291494396429, 122.0921138855891 29.83252045340315, 121.9384281759531 29.01802236583478, 121.6844385112385 28.22551260020662, 121.1256612488665 28.13567312266719, 120.3954732605823 27.05320689544932, 119.5854968608395 25.74078054453261, 118.6568713725545 24.54739085540024, 117.2816064799709 23.62450145109966, 115.8907353048351 22.78287323657807, 114.7638273458462 22.66807404224167, 114.1525468282656 22.22376007739615, 113.8067798198007 22.5483397486214, 113.2410779155016 22.05136749927046, 111.8435921570325 21.55049367928147, 110.7854655294241 21.39714386645534, 110.4440393412717 20.34103261970633, 109.8898612813736 20.28245738370349, 109.6276550639247 21.0082270370267, 109.8644881531183 21.39505097094752, 108.5228129415244 21.71521230721181, 108.0501802917829 21.55237986906012, 107.0434200378726 21.81189891202991, 106.5672733907353 22.21820486092477, 106.7254032735485 22.79426788989842, 105.8112471863052 22.9768924016179, 105.3292094258866 23.35206330005691, 104.4768583516645 22.81915009204697, 103.5045146016606 22.70375661873921, 102.7069922221001 22.70879507088768, 102.1704358256136 22.4647531193893, 101.6520178568615 22.31819875740955, 101.8031197448829 21.17436676684507, 101.27002566936 21.20165192309518, 101.1800053243075 21.43657298429403, 101.1500329935783 21.84998444262902, 100.4165377136274 21.55883942309661, 99.98348921102149 21.7429367131364, 99.24089887898725 22.11831431730458, 99.5319922220874 22.94903880461258, 98.89874922078278 23.14272207284253, 98.66026248575577 24.06328603768997, 97.60471967976199 23.89740469003304, 97.72460900267915 25.083637193293, 98.67183800658916 25.91870250091353, 98.71209394734451 26.74353587494027, 98.68269005737047 27.50881216075062, 98.24623091023329 27.74722138112918, 97.91198774616944 28.33594513601435, 97.32711388549004 28.26158274994634, 96.24883344928779 28.41103099213444, 96.58659061074749 28.83097951915434, 96.11767866413103 29.45280202892247, 95.40480228066464 29.03171662039213, 94.56599043170294 29.27743805593999, 93.41334760943269 28.64062938080723, 92.50311893104365 27.89687632904645, 91.69665652869668 27.77174184825167, 91.25885379431992 28.04061432546629, 90.7305139505678 28.06495392507576, 90.01582889197118 28.29643850352722, 89.47581017452112 28.0427588974064, 88.81424848832056 27.29931590423936, 88.73032596227856 28.08686473236752, 88.12044070836987 27.87654165293959, 86.95451704300061 27.97426178640352, 85.82331994013151 28.20357595469871, 85.01163821812304 28.64277395274734, 84.23457970575015 28.8398937037247, 83.89899295444673 29.32022614187766, 83.33711510613719 29.4637315943522, 82.32751264845088 30.11526805268814, 81.52580447787474 30.42271698660863, 81.11125613802932 30.1834809433134, 79.7213668151071 30.88271474865473, 78.73889448437402 31.51590607352706, 78.45844648632601 32.61816437431273, 79.17612877799553 32.48377981213771, 79.20889163606859 32.99439463961372, 78.81108646028574 33.50619802503242, 78.91226891471322 34.32193634697579, 77.83745079947457 35.49400950778777, 76.19284834178569 35.89840342868783, 75.89689741405013 36.66680613865184, 75.15802778514092 37.13303091078912, 74.98000247589542 37.4199901393059, 74.8299857929521 37.9900070257014, 74.86481570831683 38.3788463404816, 74.25751427602273 38.60650686294345, 73.92885216664644 38.50581533462274, 73.67537926625479 39.4312368841056, 73.96001305531843 39.66000844986174, 73.8222436868283 39.89397349706319, 74.77686242055606 40.36642527929163, 75.46782799673071 40.56207225194867, 76.52636803579745 40.42794607193512, 76.90448449087708 41.06648590754965, 78.18719689322597 41.18531586360481, 78.54366092317531 41.58224254003869, 80.11943037305139 42.12394074153825, 80.2599902688853 42.34999929459906)))
2	9f Group	1000	Fintech	China	178.0	China Cinda Asset Management, IDG Capital	China	CHN	(POLYGON ((109.4752095886637 18.19770091396858, 108.6552079610562 18.50768199307139, 108.6262174825404 19.36788788500191, 109.119055617308 19.82103851976935, 110.2115987488228 20.10125397387203, 110.7865507345022 20.07753449145005, 111.0100513041646 19.69592987719072, 110.5706466003868 19.25587921800927, 110.3391878601515 18.67839508714759, 109.4752095886637 18.19770091396858)), POLYGON ((80.2599902688853 42.34999929459906, 80.1801501809943 42.92006785742694, 80.86620649610126 43.18036204688101, 79.96610639844141 44.91751699480463, 81.9470707539181 45.31702749285312, 82.45892581576906 45.53964956316651, 83.18048383986047 47.33003123635086, 85.16429039911324 47.0009557155161, 85.72048383987067 47.45296946877311, 85.7682328633083 48.45575063739699, 86.59877648310336 48.54918162698063, 87.35997033076265 49.21498078062912, 87.75126427607671 49.29719798440549, 88.01383222855174 48.59946279560062, 88.85429772334676 48.06908173277297, 90.28082563676392 47.69354909930793, 90.97080936072501 46.88814606382293, 90.58576826371828 45.71971609148753, 90.9455395853343 45.28607330991028, 92.13389082231822 45.11507599545646, 93.4807336771413 44.97547211361997, 94.68892866412533 44.35233185482842, 95.30687544147153 44.24133087826547, 95.76245486855669 43.31944916439461, 96.34939578652781 42.72563528092869, 97.45175744017801 42.74888967546002, 99.51581749878004 42.52469147396172, 100.8458655131083 42.66380442969145, 101.8330403991799 42.51487295182628, 103.3122782735348 41.9074681666676, 104.522281935649 41.90834666601656, 104.9649939310935 41.59740957291635, 106.1293156270617 42.13432770442891, 107.744772576938 42.48151581478187, 109.2435958191315 42.5194463160841, 110.4121033061153 42.87123362891103, 111.1296822449202 43.40683401140015, 111.8295878438814 43.74311839453952, 111.6677372579432 44.07317576758771, 111.3483769063795 44.45744171811009, 111.8733061056003 45.10207937273506, 112.4360624532588 45.01164561622429, 113.4639066915442 44.80889313412712, 114.4603316589961 45.33981679949383, 115.9850964702001 45.727235012386, 116.7178682800989 46.38820241961521, 117.4217012879142 46.67273285581426, 118.8743257996387 46.80541209572365, 119.6632698914388 46.69267995867892, 119.7728239278975 47.04805878355013, 118.866574334795 47.74706004494617, 118.0641426941667 48.06673045510369, 117.2955074402574 47.69770905210743, 116.3089526713732 47.85341014260284, 115.7428373556158 47.72654450132629, 115.4852820170731 48.13538259540344, 116.1918021993676 49.13459809019911, 116.6788008972861 49.88853139912141, 117.8792444194264 49.51098338479697, 119.2884607280258 50.142882798862, 119.27939 50.58292, 120.1820800000002 51.64355000000012, 120.7382 51.96411000000006, 120.725789015792 52.51622630473094, 120.1770886577168 52.75388621684124, 121.0030847514702 53.25140106873119, 122.2457479187928 53.4317259792137, 123.57147 53.45880000000005, 125.0682112977104 53.16104482686886, 125.9463489116462 52.79279857035698, 126.564399041857 51.7842554795327, 126.9391565288377 51.35389415140592, 127.2874556824849 50.73979726826548, 127.6574000000003 49.76027000000011, 129.3978178244204 49.44060008401544, 130.5822933289824 48.72968740497614, 130.9872600000001 47.79013000000003, 132.5066900000001 47.78896000000003, 133.3735958192279 48.18344167743487, 135.0263114767867 48.47822988544387, 134.50081 47.57845000000009, 134.1123500000001 47.21248000000009, 133.7696439963129 46.11692698829901, 133.0971200000001 45.14409000000006, 131.8834542176595 45.32116160743652, 131.0251900000002 44.96796000000006, 131.2885551291155 44.11151968034828, 131.1446879416149 42.92998973242689, 130.6338664084097 42.90301463477053, 130.6399997069096 42.39502427522179, 129.9942672059332 42.98538686784379, 129.5966687358795 42.42498179785456, 128.0522152039723 41.99428457291795, 128.2084330587907 41.46677155208249, 127.343782993683 41.50315176041597, 126.8690832866499 41.81656932226619, 126.1820451193294 41.10733612727637, 125.0799418478406 40.56982371679245, 124.2656246277853 39.92849335383416, 122.867570428561 39.63778758397622, 122.1313879741309 39.17045176854467, 121.0545544780329 38.89747101496285, 121.5859949077225 39.36085358332407, 121.3767570333727 39.75026133885949, 122.1685950053811 40.42244253189602, 121.6403585144935 40.94638987890333, 120.7686287781619 40.59338816991754, 119.6396020854491 39.89805593521425, 119.0234639832331 39.25233307551115, 118.0427486511979 39.2042739934797, 117.5327022644771 38.73763580988408, 118.0596985209896 38.06147553156106, 118.8781498556283 37.89732534438593, 118.9116361837534 37.44846385349871, 119.7028023621421 37.15638865818505, 120.8234574728236 37.87042776137801, 121.711258579598 37.48112335870718, 122.3579374532985 37.45448415786072, 122.5199947449658 36.93061432550185, 121.1041638530331 36.65132904718043, 120.6370089051145 36.11143952081108, 119.6645618022461 35.60979055433772, 119.1512081238586 34.90985911716044, 120.2275248556337 34.36033193616865, 120.6203690939166 33.37672272392514, 121.2290141134502 32.46031871187719, 121.90814578663 31.69217438407465, 121.8919193868904 30.94935150809511, 121.2642574402733 30.6762674016487, 121.5035193217847 30.14291494396429, 122.0921138855891 29.83252045340315, 121.9384281759531 29.01802236583478, 121.6844385112385 28.22551260020662, 121.1256612488665 28.13567312266719, 120.3954732605823 27.05320689544932, 119.5854968608395 25.74078054453261, 118.6568713725545 24.54739085540024, 117.2816064799709 23.62450145109966, 115.8907353048351 22.78287323657807, 114.7638273458462 22.66807404224167, 114.1525468282656 22.22376007739615, 113.8067798198007 22.5483397486214, 113.2410779155016 22.05136749927046, 111.8435921570325 21.55049367928147, 110.7854655294241 21.39714386645534, 110.4440393412717 20.34103261970633, 109.8898612813736 20.28245738370349, 109.6276550639247 21.0082270370267, 109.8644881531183 21.39505097094752, 108.5228129415244 21.71521230721181, 108.0501802917829 21.55237986906012, 107.0434200378726 21.81189891202991, 106.5672733907353 22.21820486092477, 106.7254032735485 22.79426788989842, 105.8112471863052 22.9768924016179, 105.3292094258866 23.35206330005691, 104.4768583516645 22.81915009204697, 103.5045146016606 22.70375661873921, 102.7069922221001 22.70879507088768, 102.1704358256136 22.4647531193893, 101.6520178568615 22.31819875740955, 101.8031197448829 21.17436676684507, 101.27002566936 21.20165192309518, 101.1800053243075 21.43657298429403, 101.1500329935783 21.84998444262902, 100.4165377136274 21.55883942309661, 99.98348921102149 21.7429367131364, 99.24089887898725 22.11831431730458, 99.5319922220874 22.94903880461258, 98.89874922078278 23.14272207284253, 98.66026248575577 24.06328603768997, 97.60471967976199 23.89740469003304, 97.72460900267915 25.083637193293, 98.67183800658916 25.91870250091353, 98.71209394734451 26.74353587494027, 98.68269005737047 27.50881216075062, 98.24623091023329 27.74722138112918, 97.91198774616944 28.33594513601435, 97.32711388549004 28.26158274994634, 96.24883344928779 28.41103099213444, 96.58659061074749 28.83097951915434, 96.11767866413103 29.45280202892247, 95.40480228066464 29.03171662039213, 94.56599043170294 29.27743805593999, 93.41334760943269 28.64062938080723, 92.50311893104365 27.89687632904645, 91.69665652869668 27.77174184825167, 91.25885379431992 28.04061432546629, 90.7305139505678 28.06495392507576, 90.01582889197118 28.29643850352722, 89.47581017452112 28.0427588974064, 88.81424848832056 27.29931590423936, 88.73032596227856 28.08686473236752, 88.12044070836987 27.87654165293959, 86.95451704300061 27.97426178640352, 85.82331994013151 28.20357595469871, 85.01163821812304 28.64277395274734, 84.23457970575015 28.8398937037247, 83.89899295444673 29.32022614187766, 83.33711510613719 29.4637315943522, 82.32751264845088 30.11526805268814, 81.52580447787474 30.42271698660863, 81.11125613802932 30.1834809433134, 79.7213668151071 30.88271474865473, 78.73889448437402 31.51590607352706, 78.45844648632601 32.61816437431273, 79.17612877799553 32.48377981213771, 79.20889163606859 32.99439463961372, 78.81108646028574 33.50619802503242, 78.91226891471322 34.32193634697579, 77.83745079947457 35.49400950778777, 76.19284834178569 35.89840342868783, 75.89689741405013 36.66680613865184, 75.15802778514092 37.13303091078912, 74.98000247589542 37.4199901393059, 74.8299857929521 37.9900070257014, 74.86481570831683 38.3788463404816, 74.25751427602273 38.60650686294345, 73.92885216664644 38.50581533462274, 73.67537926625479 39.4312368841056, 73.96001305531843 39.66000844986174, 73.8222436868283 39.89397349706319, 74.77686242055606 40.36642527929163, 75.46782799673071 40.56207225194867, 76.52636803579745 40.42794607193512, 76.90448449087708 41.06648590754965, 78.18719689322597 41.18531586360481, 78.54366092317531 41.58224254003869, 80.11943037305139 42.12394074153825, 80.2599902688853 42.34999929459906)))
